account_id,product_id,date_id,quantity
1058,236,2023-11-26,16
1282,293,2023-11-22,18
1360,285,2023-11-22,12
1345,234,2023-11-28,12
1148,230,2023-11-10,15
1456,252,2023-11-28,13
1111,235,2023-11-19,14
1115,233,2023-11-03,12
1219,268,2023-11-12,16
1265,293,2023-11-15,11
1484,256,2023-11-10,20
1087,276,2023-11-20,15
1278,277,2023-11-23,12
1391,224,2023-11-25,16
1089,217,2023-11-28,16
1452,252,2023-11-14,15
1479,245,2023-11-05,19
1470,222,2023-11-05,19
1184,215,2023-11-02,11
1462,242,2023-11-26,15
1484,295,2023-11-06,18
1303,256,2023-11-05,11
1096,254,2023-11-27,11
1166,261,2023-11-09,19
1275,245,2023-11-14,12
1158,221,2023-11-10,12
1472,218,2023-11-19,16
1392,249,2023-11-23,18
1175,236,2023-11-24,14
1326,276,2023-11-06,11
1266,297,2023-11-15,17
1024,220,2023-11-29,17
1133,252,2023-11-19,13
1439,224,2023-11-17,13
1228,248,2023-11-10,17
1229,272,2023-11-20,18
1438,217,2023-11-14,12
1033,235,2023-11-17,12
1083,211,2023-11-22,12
1449,227,2023-11-01,18
1341,293,2023-11-30,11
1300,265,2023-11-28,13
1393,215,2023-11-27,15
1129,218,2023-11-26,11
1038,289,2023-11-13,11
1156,269,2023-11-14,20
1215,234,2023-11-29,13
1160,246,2023-11-11,19
1171,276,2023-11-12,18
1245,288,2023-11-13,12
1427,289,2023-11-17,18
1442,279,2023-11-29,20
1102,218,2023-12-31,17
1323,288,2023-12-29,12
1464,235,2023-12-08,18
1417,249,2023-12-30,16
1020,245,2023-12-10,12
1010,256,2023-12-17,12
1046,253,2023-12-14,16
1108,273,2023-12-27,19
1121,218,2023-12-05,12
1374,206,2023-12-21,20
1347,260,2023-12-17,17
1196,221,2023-12-15,20
1494,206,2023-12-25,11
1219,213,2023-12-19,20
1259,227,2023-12-01,20
1384,208,2023-12-05,18
1153,271,2023-12-19,18
1229,206,2023-12-04,14
1029,296,2023-12-15,16
1377,239,2023-12-25,17
1459,278,2023-12-16,14
1121,211,2023-12-02,12
1143,268,2023-12-27,11
1033,273,2023-12-29,11
1089,260,2023-12-10,20
1364,288,2023-12-07,16
1144,205,2023-12-08,11
1229,296,2023-12-04,20
1225,237,2023-12-25,20
1285,291,2023-12-23,20
1259,284,2023-12-15,11
1464,262,2023-12-18,13
1116,225,2023-12-24,20
1451,204,2023-12-30,18
1305,200,2023-12-03,17
1302,228,2023-12-07,14
1483,254,2023-12-14,15
1288,214,2023-12-29,14
1175,268,2023-12-25,14
1339,219,2023-12-14,11
1197,221,2023-12-13,13
1257,294,2023-12-29,12
1298,288,2023-12-19,15
1111,251,2023-12-29,19
1243,218,2023-12-14,18
1187,285,2023-12-09,19
1345,299,2023-12-08,11
1201,241,2023-12-24,20
1121,204,2023-12-15,11
1376,230,2023-12-15,14
1153,294,2023-12-17,16
1063,239,2023-12-02,12
1210,283,2023-12-26,13
1225,283,2023-12-29,18
1426,276,2023-12-22,12
1424,235,2023-12-28,13
1055,295,2023-12-19,16
1095,201,2023-12-06,11
1479,275,2023-12-31,12
1366,271,2023-12-25,18
1371,292,2023-12-24,13
1265,258,2023-12-18,11
1028,223,2023-12-08,20
1277,230,2023-12-29,19
1222,212,2023-12-22,20
1026,206,2023-12-15,13
1039,248,2023-12-10,17
1093,235,2023-12-07,16
1305,204,2023-12-28,13
1105,296,2023-12-18,13
1452,225,2023-12-23,13
1298,284,2024-01-04,15
1215,202,2024-01-11,17
1322,238,2024-01-20,14
1410,227,2024-01-18,14
1114,213,2024-01-25,16
1138,262,2024-01-15,16
1141,292,2024-01-14,19
1429,215,2024-01-01,12
1434,272,2024-01-17,12
1395,217,2024-01-09,20
1092,298,2024-01-17,15
1142,204,2024-01-02,11
1441,250,2024-01-08,15
1081,219,2024-01-13,19
1154,234,2024-01-03,16
1135,280,2024-01-26,20
1241,293,2024-01-07,15
1133,273,2024-01-28,14
1404,292,2024-01-18,20
1032,276,2024-01-24,18
1305,271,2024-01-08,17
1106,202,2024-01-01,16
1387,214,2024-01-27,17
1254,292,2024-01-01,14
1392,205,2024-01-27,18
1351,207,2024-01-29,20
1306,255,2024-01-28,17
1389,232,2024-01-08,12
1283,219,2024-01-19,11
1400,217,2024-01-21,18
1473,236,2024-01-04,12
1225,216,2024-01-31,20
1361,277,2024-01-28,17
1247,233,2024-01-05,11
1005,228,2024-01-01,15
1426,295,2024-01-29,19
1482,220,2024-01-31,13
1111,207,2024-01-22,17
1243,201,2024-01-24,14
1104,229,2024-01-20,13
1369,276,2024-01-10,19
1308,213,2024-01-12,17
1151,284,2024-01-12,11
1053,236,2024-01-21,16
1429,233,2024-01-28,18
1209,262,2024-01-23,13
1023,229,2024-01-09,11
1478,283,2024-01-19,15
1341,243,2024-01-07,11
1094,250,2024-01-24,15
1042,260,2024-01-22,18
1334,220,2024-01-20,13
1346,219,2024-01-04,15
1144,298,2024-01-20,19
1130,243,2024-01-16,17
1028,258,2024-01-18,14
1062,217,2024-01-21,18
1163,298,2024-01-30,20
1308,275,2024-01-16,16
1468,244,2024-01-20,15
1374,298,2024-01-30,15
1009,266,2024-01-19,19
1438,220,2024-01-14,13
1249,260,2024-01-28,17
1292,289,2024-01-16,17
1184,200,2024-01-01,12
1325,230,2024-01-20,12
1056,208,2024-01-29,14
1307,262,2024-01-30,16
1225,224,2024-01-07,18
1300,259,2024-01-13,17
1116,248,2024-01-06,17
1450,294,2024-01-02,20
1177,238,2024-01-31,20
1365,242,2024-01-30,14
1074,267,2024-01-15,13
1436,256,2024-01-12,16
1391,229,2024-01-25,20
1011,241,2024-01-14,11
1185,240,2024-01-26,11
1178,278,2024-01-30,11
1465,279,2024-01-17,20
1170,266,2024-01-26,17
1163,277,2024-01-25,13
1114,255,2024-01-14,20
1184,259,2024-01-08,14
1158,277,2024-01-16,12
1190,232,2024-01-21,14
1076,231,2024-01-19,17
1187,273,2024-01-28,14
1344,219,2024-01-10,19
1092,248,2024-01-14,15
1023,276,2024-01-23,19
1337,273,2024-01-06,18
1277,222,2024-01-23,20
1307,236,2024-01-19,13
1295,232,2024-01-10,19
1133,221,2024-01-23,15
1468,296,2024-01-17,20
1174,200,2024-01-03,13
1453,226,2024-01-23,18
1284,224,2024-01-11,14
1191,257,2024-01-31,15
1401,244,2024-01-15,14
1171,283,2024-01-31,15
1119,286,2024-01-11,11
1238,293,2024-01-08,18
1323,218,2024-01-03,20
1424,230,2024-01-17,16
1016,280,2024-02-18,12
1310,237,2024-02-28,11
1282,296,2024-02-15,15
1104,292,2024-02-07,19
1354,228,2024-02-15,11
1133,231,2024-02-08,15
1215,251,2024-02-28,19
1161,215,2024-02-05,20
1407,270,2024-02-18,14
1337,223,2024-02-02,16
1321,233,2024-02-16,14
1488,294,2024-02-15,12
1420,213,2024-02-19,16
1161,208,2024-02-20,20
1345,284,2024-02-22,18
1467,204,2024-02-07,16
1162,280,2024-02-26,15
1047,251,2024-02-11,17
1243,298,2024-02-18,12
1477,271,2024-02-19,20
1079,266,2024-02-26,20
1473,222,2024-02-05,18
1248,264,2024-02-19,18
1451,288,2024-02-28,15
1426,203,2024-02-02,20
1476,267,2024-02-17,12
1195,292,2024-02-05,15
1484,242,2024-02-14,15
1026,289,2024-02-24,15
1111,251,2024-02-15,14
1264,219,2024-02-14,16
1156,221,2024-02-02,14
1002,265,2024-02-28,15
1070,208,2024-02-24,13
1255,247,2024-02-26,11
1370,253,2024-02-11,13
1086,252,2024-02-24,13
1070,256,2024-02-19,18
1497,203,2024-02-12,17
1139,246,2024-02-02,15
1292,236,2024-02-10,18
1442,247,2024-02-08,20
1124,267,2024-02-09,13
1316,270,2024-02-09,15
1354,282,2024-02-09,12
1158,274,2024-02-13,14
1382,244,2024-02-12,14
1418,219,2024-02-01,18
1365,228,2024-02-24,17
1067,280,2024-02-20,11
1334,276,2024-02-07,11
1421,267,2024-02-28,14
1196,247,2024-02-15,14
1341,209,2024-02-01,19
1136,238,2024-02-02,17
1123,226,2024-02-28,16
1438,259,2024-02-13,19
1316,212,2024-02-13,17
1209,260,2024-02-07,14
1280,237,2024-02-16,11
1142,262,2024-02-16,17
1092,205,2024-02-17,11
1173,219,2024-02-13,13
1281,274,2024-02-18,18
1282,284,2024-02-29,12
1400,260,2024-02-06,11
1327,242,2024-02-23,14
1300,279,2024-02-18,11
1392,216,2024-02-11,18
1281,245,2024-02-01,12
1473,275,2024-02-25,16
1144,293,2024-02-22,13
1374,283,2024-02-18,15
1049,235,2024-02-12,11
1155,211,2024-02-04,14
1094,259,2024-02-12,20
1328,260,2024-02-27,18
1011,284,2024-02-15,19
1354,236,2024-02-25,18
1032,200,2024-02-13,18
1427,221,2024-02-13,17
1350,239,2024-02-27,17
1081,275,2024-02-15,20
1252,225,2024-02-24,12
1011,235,2024-03-12,12
1272,221,2024-03-14,14
1435,238,2024-03-31,20
1406,294,2024-03-20,17
1251,265,2024-03-03,11
1307,219,2024-03-02,19
1279,288,2024-03-21,17
1282,248,2024-03-12,16
1050,224,2024-03-03,20
1441,289,2024-03-02,13
1052,210,2024-03-30,15
1328,246,2024-03-05,15
1201,207,2024-03-20,17
1102,296,2024-03-12,12
1229,221,2024-03-31,11
1436,275,2024-03-20,12
1064,242,2024-03-01,16
1397,245,2024-03-10,16
1121,254,2024-03-18,13
1068,272,2024-03-04,11
1421,255,2024-03-20,17
1241,278,2024-03-01,15
1410,277,2024-03-30,17
1327,210,2024-03-16,14
1355,267,2024-03-09,17
1373,267,2024-03-14,11
1407,259,2024-03-21,11
1234,202,2024-03-15,14
1304,255,2024-03-12,18
1205,243,2024-03-08,19
1191,255,2024-03-30,20
1164,248,2024-03-26,11
1263,299,2024-03-20,17
1285,260,2024-03-09,18
1324,260,2024-03-01,11
1037,240,2024-03-07,18
1085,219,2024-03-18,14
1200,256,2024-03-04,20
1325,241,2024-03-23,11
1216,279,2024-03-07,16
1397,213,2024-03-20,14
1310,212,2024-03-28,20
1469,238,2024-03-10,15
1098,223,2024-03-19,18
1197,281,2024-03-04,18
1124,293,2024-03-24,15
1118,286,2024-03-02,15
1041,220,2024-03-13,11
1179,207,2024-03-20,19
1058,233,2024-03-26,14
1488,289,2024-03-25,16
1025,227,2024-03-20,11
1127,281,2024-03-25,14
1458,273,2024-03-08,13
1136,223,2024-03-07,14
1311,227,2024-03-12,11
1398,209,2024-03-17,16
1292,283,2024-03-30,17
1152,293,2024-03-11,13
1045,239,2024-03-16,15
1275,254,2024-03-04,12
1284,214,2024-03-20,20
1008,205,2024-03-20,11
1070,255,2024-03-06,17
1003,268,2024-03-12,19
1405,283,2024-03-24,16
1407,201,2024-03-10,19
1161,275,2024-03-30,17
1065,277,2024-03-31,13
1393,216,2024-03-05,18
1390,203,2024-03-02,18
1332,239,2024-03-08,18
1062,210,2024-03-17,19
1082,235,2024-03-14,13
1174,237,2024-03-12,13
1389,290,2024-03-31,18
1402,268,2024-03-01,20
1142,233,2024-03-23,12
1372,200,2024-03-01,14
1424,256,2024-03-05,18
1360,258,2024-03-22,17
1469,219,2024-03-21,13
1487,285,2024-03-10,15
1183,291,2024-03-14,15
1063,233,2024-03-17,20
1168,250,2024-04-05,19
1016,203,2024-04-20,14
1444,252,2024-04-29,13
1062,290,2024-04-09,11
1195,286,2024-04-22,12
1387,202,2024-04-04,20
1182,222,2024-04-22,17
1021,258,2024-04-07,16
1213,240,2024-04-11,18
1121,258,2024-04-25,17
1040,208,2024-04-22,13
1161,223,2024-04-05,19
1175,236,2024-04-25,20
1234,213,2024-04-05,16
1072,248,2024-04-02,18
1024,280,2024-04-23,17
1014,250,2024-04-16,12
1377,260,2024-04-28,13
1379,282,2024-04-10,19
1340,200,2024-04-19,18
1198,220,2024-04-02,16
1281,297,2024-04-23,11
1483,273,2024-04-12,15
1126,253,2024-04-18,14
1494,205,2024-04-14,11
1026,224,2024-04-01,20
1473,261,2024-04-21,19
1469,281,2024-04-17,11
1488,245,2024-04-20,15
1188,289,2024-04-30,16
1445,218,2024-04-03,12
1416,215,2024-04-17,11
1468,297,2024-04-20,20
1166,233,2024-04-15,20
1383,238,2024-04-18,20
1250,259,2024-04-24,11
1133,278,2024-04-13,12
1379,228,2024-04-19,16
1347,236,2024-04-08,12
1462,254,2024-04-22,12
1242,203,2024-04-17,19
1075,206,2024-04-21,16
1080,260,2024-04-24,13
1082,205,2024-04-24,16
1270,283,2024-04-12,20
1223,295,2024-04-29,11
1005,280,2024-04-30,15
1028,209,2024-04-01,15
1485,219,2024-04-14,20
1149,202,2024-04-05,12
1292,214,2024-04-19,12
1233,292,2024-04-23,12
1142,289,2024-04-23,13
1404,206,2024-04-08,16
1022,238,2024-04-11,16
1388,290,2024-04-21,15
1091,271,2024-04-27,17
1356,298,2024-04-14,19
1412,283,2024-04-20,11
1308,277,2024-04-11,17
1200,240,2024-04-28,11
1423,270,2024-04-15,16
1367,269,2024-04-13,18
1352,239,2024-04-05,15
1066,204,2024-04-30,17
1429,263,2024-04-08,18
1293,219,2024-04-29,20
1310,215,2024-04-02,17
1375,201,2024-04-29,19
1196,271,2024-04-20,18
1035,263,2024-04-11,11
1142,230,2024-04-22,11
1390,278,2024-04-27,16
1147,279,2024-04-22,11
1225,229,2024-04-27,11
1326,279,2024-04-01,14
1179,224,2024-04-29,14
1119,239,2024-04-18,15
1286,269,2024-04-24,20
1162,297,2024-05-12,19
1452,226,2024-05-14,11
1183,221,2024-05-23,12
1208,207,2024-05-01,11
1157,218,2024-05-25,11
1120,266,2024-05-23,19
1382,235,2024-05-03,16
1259,298,2024-05-20,14
1351,203,2024-05-20,15
1138,281,2024-05-03,15
1396,218,2024-05-18,14
1020,262,2024-05-25,12
1437,245,2024-05-28,12
1294,287,2024-05-11,12
1232,255,2024-05-22,13
1075,288,2024-05-26,16
1060,271,2024-05-16,19
1076,261,2024-05-14,11
1260,279,2024-05-13,14
1486,204,2024-05-04,18
1249,234,2024-05-29,20
1148,220,2024-05-05,16
1087,270,2024-05-29,16
1456,257,2024-05-31,19
1157,252,2024-05-11,19
1069,220,2024-05-02,15
1210,248,2024-05-19,15
1496,212,2024-05-25,16
1303,259,2024-05-13,17
1185,247,2024-05-25,18
1162,275,2024-05-11,15
1487,233,2024-05-26,16
1441,294,2024-05-07,12
1326,246,2024-05-25,17
1040,248,2024-05-11,16
1397,242,2024-05-19,13
1246,226,2024-05-26,20
1332,211,2024-05-16,12
1385,248,2024-05-29,11
1093,244,2024-05-04,20
1464,238,2024-05-05,18
1226,234,2024-05-30,14
1481,246,2024-05-24,14
1112,253,2024-05-27,15
1064,260,2024-05-23,19
1237,299,2024-05-08,18
1390,227,2024-05-12,13
1491,259,2024-05-04,14
1225,226,2024-05-18,19
1167,276,2024-05-24,17
1103,210,2024-05-25,14
1279,299,2024-05-22,17
1226,270,2024-05-02,14
1465,266,2024-05-12,16
1496,213,2024-05-31,20
1313,257,2024-05-11,20
1256,252,2024-05-12,11
1480,265,2024-05-06,14
1374,203,2024-05-20,15
1111,288,2024-05-18,16
1397,216,2024-05-24,19
1407,288,2024-05-18,18
1346,205,2024-05-22,20
1106,202,2024-05-27,16
1034,295,2024-05-07,19
1466,280,2024-05-21,20
1347,225,2024-05-30,15
1033,270,2024-05-10,19
1279,213,2024-05-05,16
1441,200,2024-05-28,13
1177,247,2024-05-28,14
1355,225,2024-05-12,19
1416,259,2024-05-24,16
1110,297,2024-05-13,20
1005,254,2024-05-11,16
1131,281,2024-05-04,12
1182,200,2024-05-21,15
1420,231,2024-05-11,15
1260,230,2024-05-03,20
1227,219,2024-05-10,11
1035,210,2024-05-29,17
1231,261,2024-05-01,18
1169,210,2024-05-14,11
1023,273,2024-05-29,15
1258,251,2024-05-10,15
1285,245,2024-05-12,16
1393,284,2024-05-30,20
1497,248,2024-05-20,17
1127,273,2024-05-10,17
1339,231,2024-05-01,15
1113,257,2024-05-11,15
1380,241,2024-05-01,16
1320,282,2024-05-09,19
1120,224,2024-05-29,20
1152,213,2024-05-13,15
1454,236,2024-05-11,11
1279,228,2024-05-31,17
1182,259,2024-06-15,11
1311,262,2024-06-06,18
1327,229,2024-06-07,20
1403,212,2024-06-10,19
1209,229,2024-06-21,20
1487,257,2024-06-10,18
1400,219,2024-06-24,15
1302,299,2024-06-29,16
1436,291,2024-06-05,11
1361,262,2024-06-13,11
1492,298,2024-06-28,14
1308,206,2024-06-23,12
1081,242,2024-06-20,16
1105,264,2024-06-11,15
1067,222,2024-06-30,20
1108,222,2024-06-10,16
1485,202,2024-06-02,16
1192,294,2024-06-09,17
1233,269,2024-06-19,11
1409,253,2024-06-14,16
1400,242,2024-06-29,16
1420,206,2024-06-25,15
1071,280,2024-06-13,11
1315,242,2024-06-12,20
1402,245,2024-06-04,19
1360,251,2024-06-09,13
1230,241,2024-06-15,12
1428,282,2024-06-25,15
1238,287,2024-06-05,13
1069,231,2024-06-20,18
1084,212,2024-06-21,15
1165,288,2024-06-07,20
1361,262,2024-06-01,12
1459,227,2024-06-10,19
1086,261,2024-06-21,18
1340,281,2024-06-09,13
1373,238,2024-06-30,18
1397,295,2024-06-09,17
1439,222,2024-06-06,18
1102,274,2024-06-12,20
1403,202,2024-06-06,16
1047,203,2024-06-11,17
1026,270,2024-06-17,18
1145,224,2024-06-21,14
1385,253,2024-06-02,16
1030,229,2024-06-01,11
1425,228,2024-06-21,14
1460,245,2024-06-10,11
1100,252,2024-06-10,13
1030,242,2024-06-18,20
1098,249,2024-06-07,17
1177,270,2024-06-14,14
1088,288,2024-06-06,15
1111,245,2024-06-02,16
1109,242,2024-06-11,16
1181,212,2024-06-28,16
1106,229,2024-06-28,12
1335,253,2024-06-30,11
1196,211,2024-06-29,16
1226,204,2024-06-06,16
1267,223,2024-06-08,13
1320,256,2024-06-06,15
1367,208,2024-06-17,20
1261,228,2024-06-13,11
1228,220,2024-06-28,14
1306,218,2024-06-18,18
1225,238,2024-06-18,13
1183,271,2024-06-16,17
1449,209,2024-06-02,16
1289,256,2024-06-08,12
1424,200,2024-06-21,11
1144,200,2024-06-22,14
1464,232,2024-06-02,11
1464,238,2024-06-19,12
1414,238,2024-06-05,13
1462,241,2024-06-24,13
1321,209,2024-06-16,17
1148,271,2024-06-05,19
1232,246,2024-06-27,16
1112,269,2024-06-25,14
1240,244,2024-06-05,14
1022,252,2024-07-20,14
1251,277,2024-07-22,11
1330,261,2024-07-29,20
1375,226,2024-07-16,19
1280,286,2024-07-09,15
1289,200,2024-07-25,18
1261,248,2024-07-01,11
1421,229,2024-07-26,18
1336,282,2024-07-11,17
1154,205,2024-07-11,17
1493,268,2024-07-11,20
1107,247,2024-07-09,16
1404,258,2024-07-13,14
1032,250,2024-07-06,13
1438,240,2024-07-14,15
1266,223,2024-07-07,12
1348,265,2024-07-24,12
1454,263,2024-07-18,17
1040,201,2024-07-04,12
1042,207,2024-07-19,12
1424,207,2024-07-24,16
1066,286,2024-07-14,12
1396,204,2024-07-07,18
1053,217,2024-07-06,17
1138,264,2024-07-04,13
1483,269,2024-07-25,18
1337,269,2024-07-13,11
1007,234,2024-07-29,17
1055,298,2024-07-22,18
1290,244,2024-07-27,18
1439,243,2024-07-24,20
1142,293,2024-07-16,16
1046,291,2024-07-10,16
1280,251,2024-07-18,14
1219,240,2024-07-17,12
1362,205,2024-07-18,12
1074,278,2024-07-03,14
1106,296,2024-07-26,13
1450,297,2024-07-11,14
1190,298,2024-07-25,17
1412,201,2024-07-03,14
1347,254,2024-07-02,19
1403,235,2024-07-02,15
1374,229,2024-07-10,12
1144,223,2024-07-15,14
1012,273,2024-07-09,15
1279,203,2024-07-28,17
1481,210,2024-07-29,12
1334,270,2024-07-13,13
1147,203,2024-07-21,17
1304,214,2024-07-24,11
1413,274,2024-07-06,19
1291,268,2024-07-30,18
1062,276,2024-07-18,20
1488,246,2024-07-20,15
1146,222,2024-07-23,16
1436,242,2024-07-20,11
1465,211,2024-07-18,18
1059,270,2024-07-22,15
1011,263,2024-07-26,19
1428,252,2024-07-10,15
1018,249,2024-07-20,18
1309,286,2024-07-11,18
1130,275,2024-07-19,16
1137,229,2024-07-28,12
1189,278,2024-07-10,17
1010,223,2024-07-26,14
1499,275,2024-07-06,20
1348,281,2024-07-22,14
1217,258,2024-07-05,12
1335,207,2024-07-01,19
1330,287,2024-07-28,13
1117,276,2024-07-24,15
1125,227,2024-07-16,19
1403,282,2024-07-14,11
1439,279,2024-07-18,13
1385,252,2024-07-19,15
1066,203,2024-07-19,15
1136,285,2024-07-11,18
1325,253,2024-07-11,18
1265,259,2024-07-06,15
1132,263,2024-07-22,14
1028,229,2024-07-16,12
1164,239,2024-07-13,14
1453,266,2024-07-29,19
1154,242,2024-07-07,12
1435,253,2024-07-18,14
1482,270,2024-08-17,13
1459,271,2024-08-07,17
1159,297,2024-08-08,17
1111,245,2024-08-27,15
1365,241,2024-08-18,19
1281,270,2024-08-09,15
1307,283,2024-08-18,14
1034,284,2024-08-16,20
1376,294,2024-08-06,13
1101,270,2024-08-04,19
1010,213,2024-08-02,11
1453,238,2024-08-31,20
1235,251,2024-08-28,19
1073,217,2024-08-03,17
1013,289,2024-08-12,15
1254,272,2024-08-17,17
1243,242,2024-08-02,12
1131,228,2024-08-27,19
1482,256,2024-08-12,19
1060,237,2024-08-11,18
1441,285,2024-08-18,15
1390,209,2024-08-28,16
1293,246,2024-08-23,11
1421,230,2024-08-15,18
1223,225,2024-08-16,18
1267,299,2024-08-04,12
1092,250,2024-08-04,18
1312,240,2024-08-26,11
1100,252,2024-08-17,17
1480,277,2024-08-01,12
1044,243,2024-08-17,11
1235,272,2024-08-17,20
1362,208,2024-08-02,17
1002,285,2024-08-09,20
1048,249,2024-08-25,17
1315,242,2024-08-09,20
1105,212,2024-08-17,17
1491,218,2024-08-01,14
1317,251,2024-08-28,14
1427,240,2024-08-02,19
1029,258,2024-08-16,12
1295,274,2024-08-05,13
1362,291,2024-08-12,12
1018,212,2024-08-05,16
1427,220,2024-08-03,16
1065,298,2024-08-22,19
1403,220,2024-08-11,11
1378,231,2024-08-29,19
1442,230,2024-08-06,13
1090,259,2024-08-02,18
1412,260,2024-08-06,17
1433,214,2024-08-12,20
1066,224,2024-08-19,20
1038,219,2024-08-14,17
1485,218,2024-08-12,14
1056,207,2024-08-16,18
1413,251,2024-08-16,19
1149,276,2024-08-06,12
1254,235,2024-08-04,11
1042,218,2024-08-24,12
1375,268,2024-08-14,11
1249,296,2024-08-30,15
1198,203,2024-08-26,17
1165,219,2024-08-05,13
1010,260,2024-08-30,20
1432,224,2024-08-16,12
1000,218,2024-08-17,20
1219,200,2024-09-20,14
1173,225,2024-09-30,16
1392,254,2024-09-29,13
1151,275,2024-09-18,17
1464,206,2024-09-24,12
1129,299,2024-09-10,17
1419,217,2024-09-10,12
1421,245,2024-09-27,17
1184,238,2024-09-06,17
1188,255,2024-09-22,20
1437,263,2024-09-09,15
1166,252,2024-09-02,17
1253,289,2024-09-25,11
1345,249,2024-09-23,19
1210,231,2024-09-20,17
1009,261,2024-09-17,18
1310,265,2024-09-16,11
1175,215,2024-09-20,14
1028,260,2024-09-18,18
1094,284,2024-09-11,14
1497,201,2024-09-11,18
1286,298,2024-09-25,15
1381,249,2024-09-23,20
1092,298,2024-09-14,19
1004,224,2024-09-06,12
1295,276,2024-09-26,15
1030,289,2024-09-22,13
1036,228,2024-09-07,17
1256,257,2024-09-26,12
1248,279,2024-09-30,11
1447,234,2024-09-29,12
1146,222,2024-09-04,19
1393,271,2024-09-20,20
1093,293,2024-09-02,13
1439,258,2024-09-25,20
1230,258,2024-09-25,16
1469,242,2024-09-17,11
1080,294,2024-09-12,16
1233,266,2024-09-26,13
1373,270,2024-09-05,20
1471,268,2024-09-16,18
1392,258,2024-09-16,12
1141,205,2024-09-24,17
1418,282,2024-09-09,14
1229,246,2024-09-30,14
1330,297,2024-09-13,19
1288,200,2024-09-21,12
1226,279,2024-09-30,13
1375,200,2024-09-06,18
1471,227,2024-09-04,11
1237,282,2024-09-10,11
1347,213,2024-09-14,16
1469,291,2024-09-20,11
1244,262,2024-09-02,17
1285,274,2024-09-18,17
1439,274,2024-09-24,13
1408,215,2024-09-18,14
1082,287,2024-09-18,17
1440,227,2024-09-25,12
1126,236,2024-09-21,15
1160,212,2024-09-03,17
1149,211,2024-09-02,18
1317,254,2024-09-09,15
1000,240,2024-09-05,20
1426,219,2024-09-12,12
1369,258,2024-09-17,15
1378,235,2024-09-10,14
1194,297,2024-09-27,13
1052,228,2024-09-08,16
1097,248,2024-09-10,11
1471,219,2024-09-10,13
1193,210,2024-09-23,16
1009,265,2024-09-16,20
1199,202,2024-09-20,19
1029,234,2024-09-02,16
1455,246,2024-09-29,12
1026,234,2024-09-01,11
1374,229,2024-09-14,13
1101,229,2024-09-11,12
1450,285,2024-09-05,12
1430,282,2024-09-11,14
1361,291,2024-09-17,11
1358,288,2024-09-27,18
1399,297,2024-09-03,15
1439,254,2024-09-20,12
1234,292,2024-09-28,12
1095,245,2024-10-08,18
1148,295,2024-10-07,16
1063,225,2024-10-10,12
1460,238,2024-10-17,12
1361,254,2024-10-23,19
1393,209,2024-10-30,17
1449,293,2024-10-07,15
1402,248,2024-10-10,12
1219,228,2024-10-15,16
1155,275,2024-10-18,15
1143,285,2024-10-15,14
1368,251,2024-10-14,19
1120,292,2024-10-31,16
1241,247,2024-10-21,15
1005,225,2024-10-14,16
1284,242,2024-10-30,18
1404,295,2024-10-23,14
1059,222,2024-10-31,18
1174,298,2024-10-26,15
1435,243,2024-10-22,16
1184,228,2024-10-13,17
1355,282,2024-10-09,14
1368,275,2024-10-31,17
1052,219,2024-10-11,16
1309,236,2024-10-15,15
1419,236,2024-10-21,17
1143,249,2024-10-04,13
1186,225,2024-10-03,13
1013,200,2024-10-07,15
1456,228,2024-10-14,11
1257,223,2024-10-01,18
1136,283,2024-10-19,16
1215,265,2024-10-26,13
1279,247,2024-10-08,16
1446,279,2024-10-22,19
1411,257,2024-10-23,18
1364,230,2024-10-11,12
1398,250,2024-10-01,15
1087,295,2024-10-24,17
1266,208,2024-10-06,14
1140,238,2024-10-05,14
1050,232,2024-10-01,18
1152,277,2024-10-20,13
1111,277,2024-10-25,20
1152,294,2024-10-28,17
1316,206,2024-10-11,18
1093,275,2024-10-28,18
1436,270,2024-10-02,14
1159,223,2024-10-07,19
1350,217,2024-10-20,15
1254,286,2024-10-10,19
1025,265,2024-10-15,16
1073,245,2024-10-02,11
1353,230,2024-10-13,11
1109,282,2024-10-31,20
1387,200,2024-10-27,16
1175,251,2024-10-25,19
1049,213,2024-10-17,17
1416,202,2024-10-30,16
1351,248,2024-10-28,20
1320,255,2024-10-09,17
1033,255,2024-10-17,20
1410,238,2024-10-22,20
1285,259,2024-10-06,19
1259,238,2024-10-07,13
1241,248,2024-10-07,15
1456,221,2024-10-10,12
1066,270,2024-10-24,11
1383,234,2024-10-28,12
1344,218,2024-10-26,15
1231,262,2024-10-24,16
1271,233,2024-10-23,17
1068,286,2024-10-12,19
1211,275,2024-10-12,19
1375,281,2024-10-11,17
1377,239,2024-10-27,13
1169,236,2024-10-09,16
1165,271,2024-10-06,18
1055,276,2024-10-01,12
1229,217,2024-10-05,18
1458,281,2024-10-18,18
1106,225,2024-10-28,20
1088,236,2024-10-02,20
1473,284,2024-10-09,19
1426,218,2024-10-06,20
1030,223,2024-10-05,19
1212,298,2024-11-08,16
1210,275,2024-11-12,20
1090,278,2024-11-18,16
1050,258,2024-11-12,12
1299,208,2024-11-23,11
1066,219,2024-11-22,19
1396,257,2024-11-17,16
1151,257,2024-11-07,15
1477,276,2024-11-29,16
1346,251,2024-11-17,13
1292,210,2024-11-22,14
1143,201,2024-11-22,15
1090,221,2024-11-14,14
1211,227,2024-11-16,11
